time: 63.789390000000004 seconds | Training client=36
time: 64.95671 seconds | Training client=27
time: 83.30884 seconds | Training client=24
time: 69.78587 seconds | Training client=18
time: 63.35099999999999 seconds | Training client=11
time: 68.95899999999997 seconds | Training client=37
time: 61.94079000000001 seconds | Training client=29
time: 72.49506 seconds | Training client=23
time: 76.84466000000002 seconds | Training client=48
time: 69.21557000000001 seconds | Training client=46
time: 73.03401000000001 seconds | Training client=34
time: 59.06365000000001 seconds | Training client=17
time: 73.58148 seconds | Training client=4
time: 70.28469 seconds | Training client=49
time: 77.8143 seconds | Training client=12
time: 68.81896 seconds | Training client=3
time: 68.11232999999999 seconds | Training client=9
time: 66.00479 seconds | Training client=6
time: 74.90127000000001 seconds | Training client=2
time: 78.62898999999999 seconds | Training client=42
time: 517.2295 seconds | Aggregating round=1
time: 248.70128999999997 seconds | setting weights to the blockchain
time: 0.2433 seconds | saving aggregated model to storage (round=1)
time: 248.53430000000003 seconds | setting aggregated model to the blockchain round=1
time: 793.4838 seconds | Round=2
time: 514.7116 seconds | Aggregating round=2
time: 0.2475 seconds | saving aggregated model to storage (round=2)
time: 246.66980000000004 seconds | setting aggregated model to the blockchain round=2
time: 791.9527999999999 seconds | Round=3
time: 515.3781999999999 seconds | Aggregating round=3
time: 0.24320000000000003 seconds | saving aggregated model to storage (round=3)
time: 246.73160000000001 seconds | setting aggregated model to the blockchain round=3
time: 790.4696999999999 seconds | Round=4
time: 515.5231 seconds | Aggregating round=4
time: 0.25470000000000004 seconds | saving aggregated model to storage (round=4)
time: 247.49 seconds | setting aggregated model to the blockchain round=4
time: 785.0355000000001 seconds | Round=5
time: 516.5171 seconds | Aggregating round=5
time: 0.25710000000000005 seconds | saving aggregated model to storage (round=5)
time: 247.6406 seconds | setting aggregated model to the blockchain round=5
time: 783.4608000000001 seconds | Round=6
time: 516.5513 seconds | Aggregating round=6
time: 0.2507 seconds | saving aggregated model to storage (round=6)
time: 247.82819999999998 seconds | setting aggregated model to the blockchain round=6
time: 773.9233999999999 seconds | Round=7
time: 514.8706999999999 seconds | Aggregating round=7
time: 0.2521 seconds | saving aggregated model to storage (round=7)
time: 247.6947 seconds | setting aggregated model to the blockchain round=7
time: 772.4999 seconds | Round=8
time: 515.9053 seconds | Aggregating round=8
time: 0.2537 seconds | saving aggregated model to storage (round=8)
time: 247.12109999999998 seconds | setting aggregated model to the blockchain round=8
time: 774.0435 seconds | Round=9
time: 515.5793000000001 seconds | Aggregating round=9
time: 0.25920000000000004 seconds | saving aggregated model to storage (round=9)
time: 247.25919999999996 seconds | setting aggregated model to the blockchain round=9
time: 771.4637 seconds | Round=10
time: 515.1854 seconds | Aggregating round=10
time: 0.24419999999999997 seconds | saving aggregated model to storage (round=10)
time: 247.2195 seconds | setting aggregated model to the blockchain round=10
time: 7839.4092219874 seconds | FL

